StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1000895566ns,h13,h7,2,18,5136B,0
1000895730ns,h11,h7,2,20,6432B,0
1000895788ns,h9,h1,2,10,5422B,0
1000895909ns,h12,h10,2,10,6643B,0
1000896182ns,h9,h15,2,17,30550B,0
1000896835ns,h9,h12,2,13,1678B,0
1000897090ns,h3,h7,2,18,30298B,0
1000897224ns,h14,h13,2,10,6373B,0
1000897517ns,h15,h2,2,15,2536B,0
1000897969ns,h12,h11,2,21,62526B,0
1000898000ns,h6,h15,2,21,3394B,0
1000898544ns,h6,h15,2,22,470B,0
1000899047ns,h4,h6,2,13,6087B,0
1000899093ns,h14,h5,2,16,6976B,0
1000899252ns,h3,h5,2,14,881B,0
1000899433ns,h13,h15,2,7,7453B,0
1000899598ns,h11,h6,2,11,6885B,0
1000899782ns,h9,h7,2,16,6885B,0
1000899983ns,h10,h6,2,18,1412B,0
1000900136ns,h16,h5,2,10,5101B,0
1000901107ns,h10,h14,2,13,2277B,0
1000901216ns,h14,h8,2,12,6062B,0
1000902203ns,h9,h7,2,17,5221B,0
1000902540ns,h12,h6,2,16,4868B,0
1000902556ns,h10,h7,2,14,28283B,0
1000902608ns,h11,h15,2,13,7413B,0
1000902662ns,h16,h5,2,11,1919B,0
1000903181ns,h2,h12,2,12,7699B,0
1000903290ns,h10,h4,2,9,1734960B,0
1000903546ns,h6,h15,2,23,5175B,0
1000903886ns,h8,h5,2,10,13503B,0
1000903893ns,h6,h7,2,11,7697B,0
1000904286ns,h10,h12,2,12,6124B,0
1000904327ns,h14,h3,2,15,5515B,0
1000904432ns,h13,h16,2,15,3732B,0
1000904573ns,h8,h16,2,14,5628B,0
1000905400ns,h8,h3,2,13,4324B,0
1000905707ns,h6,h16,2,12,6221B,0
1000905894ns,h10,h4,2,10,7803B,0
1000906127ns,h3,h14,2,12,29106B,0
1000906190ns,h1,h5,2,16,2536B,0
1000906398ns,h13,h14,2,12,16596B,0
1000906666ns,h1,h3,2,19,12902B,0
1000906791ns,h5,h14,2,14,7446B,0
1000907372ns,h9,h11,2,14,3350B,0
1000907490ns,h15,h2,2,16,1250B,0
1000907799ns,h9,h15,2,18,2387B,0
1000907800ns,h2,h7,2,12,4799B,0
1000908578ns,h5,h3,2,12,4536B,0
1000909264ns,h15,h14,2,13,16697B,0
1000909283ns,h9,h1,2,11,4987B,0
1000909338ns,h3,h1,2,19,2830B,0
1000909366ns,h16,h12,2,13,285718B,0
1000909413ns,h1,h2,2,14,8897B,0
1000909843ns,h15,h12,2,13,15804B,0
1000909857ns,h2,h16,2,12,6315B,0
1000910359ns,h11,h3,2,14,1690B,0
1000910520ns,h13,h10,2,12,7085B,0
1000910836ns,h2,h11,2,13,5862B,0
1000911097ns,h16,h6,2,12,4767B,0
1000911407ns,h6,h2,2,12,1526B,0
1000911507ns,h9,h8,2,13,4750B,0
1000911704ns,h2,h6,2,16,4371B,0
1000912093ns,h14,h15,2,16,5097B,0
1000912167ns,h7,h4,2,9,9490B,0
1000912718ns,h12,h4,2,13,2034B,0
1000912793ns,h9,h10,2,11,5292B,0
1000913240ns,h12,h8,2,17,12685B,0
1000913489ns,h10,h5,2,10,4694B,0
1000913676ns,h12,h3,2,10,24092B,0
1000914413ns,h5,h14,2,15,25405B,0
1000914418ns,h6,h2,2,13,3300B,0
1000914695ns,h6,h15,2,24,7632B,0
1000914908ns,h16,h3,2,15,7544B,0
1000915017ns,h9,h15,2,19,2961B,0
1000915255ns,h6,h5,2,12,6839B,0
1000915257ns,h11,h13,2,20,6125B,0
1000915284ns,h13,h6,2,14,4098B,0
1000915682ns,h13,h8,2,16,9466B,0
1000915717ns,h11,h12,2,10,30487B,0
1000915981ns,h3,h9,2,6,30666B,0
1000916400ns,h10,h13,2,14,1845B,0
1000916859ns,h11,h7,2,21,5292B,0
1000917534ns,h2,h1,2,16,1556B,0
1000918080ns,h10,h6,2,19,6027B,0
1000918463ns,h1,h15,2,10,7750B,0
1000918758ns,h12,h13,2,9,9037B,0
1000919163ns,h15,h10,2,16,1006B,0
1000919579ns,h16,h6,2,13,1971B,0
1000919623ns,h6,h8,2,16,7481B,0
1000919740ns,h13,h8,2,17,20678B,0
1000920145ns,h5,h4,2,11,7268B,0
1000921056ns,h5,h14,2,16,1638B,0
1000921617ns,h10,h1,2,17,1427B,0
1000921880ns,h5,h6,2,10,7036B,0
1000922037ns,h6,h16,2,13,3783B,0
1000922412ns,h3,h9,2,7,11896B,0
1000922637ns,h14,h16,2,14,4629B,0
1000922760ns,h7,h1,2,18,19219B,0
1000922766ns,h8,h13,2,10,31577B,0
1000922989ns,h5,h11,2,17,6608B,0
1000923431ns,h9,h14,2,13,8741B,0
1000923765ns,h15,h12,2,14,13050B,0
1000923875ns,h9,h16,2,15,7434B,0
1000924128ns,h1,h6,2,9,7608B,0
1000924439ns,h16,h12,2,14,5507B,0
1000924703ns,h14,h12,2,19,30070B,0
1000924973ns,h14,h13,2,11,3091B,0
1000925025ns,h11,h14,2,8,2823B,0
1000925133ns,h4,h5,2,9,10265B,0
1000925466ns,h6,h5,2,13,3688B,0
1000925503ns,h12,h7,2,14,6513B,0
1000925780ns,h6,h1,2,16,31474B,0
1000926978ns,h14,h15,2,17,5108B,0
1000927157ns,h15,h13,2,14,11053B,0
1000927305ns,h16,h3,2,16,26217B,0
1000927467ns,h14,h6,2,14,7710B,0
1000927636ns,h10,h8,2,16,1583B,0
1000927907ns,h16,h8,2,14,6480B,0
1000928009ns,h5,h10,2,18,15364B,0
1000928138ns,h14,h15,2,18,1842467B,0
1000928257ns,h11,h7,2,22,5982B,0
1000928388ns,h2,h1,2,17,981B,0
1000928488ns,h6,h14,2,18,5035B,0
1000928898ns,h10,h16,2,16,6335B,0
1000928973ns,h7,h13,2,13,57832B,0
1000930170ns,h13,h3,2,10,1137B,0
1000931323ns,h9,h7,2,18,43617B,0
1000931553ns,h6,h13,2,10,5820B,0
1000931608ns,h16,h14,2,8,1736B,0
1000931639ns,h13,h14,2,13,12176B,0
1000932175ns,h10,h15,2,11,2112B,0
1000932262ns,h8,h11,2,12,2337B,0
1000932418ns,h11,h3,2,15,4065B,0
1000932567ns,h13,h7,2,19,6747B,0
1000932962ns,h9,h16,2,16,7725B,0
1000933052ns,h5,h3,2,13,24806B,0
1000933127ns,h2,h15,2,14,7115B,0
1000933192ns,h10,h6,2,20,7527B,0
1000933235ns,h3,h10,2,12,6177B,0
1000933284ns,h5,h14,2,17,6376B,0
1000933662ns,h15,h2,2,17,7748B,0
1000933854ns,h9,h2,2,16,4351B,0
1000934052ns,h7,h8,2,13,4576B,0
1000934312ns,h13,h15,2,8,7402B,0
1000935836ns,h7,h16,2,12,7391B,0
1000935975ns,h8,h11,2,13,3143B,0
1000936109ns,h6,h4,2,12,3414B,0
1000936148ns,h16,h13,2,17,6758B,0
1000936655ns,h2,h7,2,13,20404B,0
1000936703ns,h10,h5,2,11,4712B,0
1000936826ns,h10,h8,2,17,3035B,0
1000936978ns,h5,h9,2,11,846B,0
1000937037ns,h7,h16,2,13,6600B,0
1000937043ns,h7,h1,2,19,6585B,0
1000937061ns,h12,h14,2,14,7313B,0
1000937149ns,h12,h7,2,15,6742B,0
1000937333ns,h14,h15,2,19,7713B,0
1000937514ns,h4,h12,2,11,26390B,0
1000937665ns,h3,h8,2,11,4762B,0
1000937778ns,h4,h9,2,14,15294B,0
1000937844ns,h12,h10,2,11,3955B,0
1000937851ns,h8,h7,2,14,4877B,0
1000938686ns,h15,h12,2,15,6291B,0
1000939294ns,h6,h14,2,19,6509B,0
1000939572ns,h16,h6,2,14,11198B,0
1000940784ns,h11,h16,2,17,454B,0
1000940898ns,h7,h10,2,13,11250B,0
1000941737ns,h13,h5,2,8,16004B,0
1000942867ns,h11,h3,2,16,24B,0
1000942905ns,h2,h12,2,13,6875B,0
1000942920ns,h4,h5,2,10,326B,0
1000943089ns,h10,h13,2,15,2412B,0
1000943103ns,h8,h16,2,15,26562B,0
1000943152ns,h7,h6,2,17,958B,0
1000943340ns,h7,h5,2,7,34823B,0
1000943388ns,h9,h5,2,14,7787B,0
1000944626ns,h12,h16,2,12,13180B,0
1000944640ns,h5,h14,2,18,7854B,0
1000945064ns,h4,h14,2,17,12651B,0
1000945320ns,h15,h1,2,15,10797B,0
1000945428ns,h8,h16,2,16,30403B,0
1000945443ns,h6,h14,2,20,5128B,0
1000945623ns,h10,h14,2,14,5326B,0
1000945733ns,h8,h15,2,10,7631B,0
1000946395ns,h11,h7,2,23,6600B,0
1000946632ns,h13,h2,2,21,7882B,0
1000946905ns,h14,h10,2,11,5200B,0
1000947318ns,h9,h4,2,14,5637B,0
1000947567ns,h4,h12,2,12,5407B,0
1000948170ns,h13,h16,2,16,691B,0
1000948171ns,h11,h12,2,11,11140B,0
1000948205ns,h2,h13,2,13,6935B,0
1000948536ns,h14,h13,2,12,28957B,0
1000948779ns,h3,h13,2,17,11214B,0
1000949523ns,h4,h3,2,11,5604B,0
1000949575ns,h7,h10,2,14,13848B,0
1000949650ns,h2,h10,2,15,1106B,0
1000950039ns,h11,h14,2,9,7516B,0
1000950092ns,h16,h8,2,15,59703B,0
1000950164ns,h6,h5,2,14,29876B,0
1000950661ns,h13,h9,2,17,4752B,0
1000950894ns,h5,h8,2,14,4443B,0
1000951517ns,h3,h1,2,20,4566B,0
1000951557ns,h2,h1,2,18,29071B,0
1000951700ns,h6,h4,2,13,4976B,0
1000951971ns,h7,h8,2,14,5590B,0
1000952019ns,h5,h11,2,18,4867B,0
1000952296ns,h15,h9,2,16,4319B,0
1000952453ns,h11,h10,2,10,26385B,0
1000952644ns,h1,h16,2,13,5852B,0
1000953091ns,h4,h2,2,15,6635B,0
1000953293ns,h1,h6,2,10,5486B,0
1000953357ns,h6,h9,2,14,4916B,0
1000954495ns,h2,h13,2,14,5506B,0
1000954584ns,h7,h15,2,16,30407B,0
1000954766ns,h12,h10,2,12,4440B,0
1000955369ns,h2,h11,2,14,8324B,0
1000955767ns,h12,h15,2,15,3734B,0
1000956111ns,h8,h13,2,11,36718B,0
1000956233ns,h13,h10,2,13,6053B,0
1000956323ns,h1,h7,2,12,4600B,0
1000957068ns,h13,h2,2,22,5722B,0
1000957241ns,h12,h16,2,13,11344B,0
1000957487ns,h9,h14,2,14,24163B,0
1000957845ns,h12,h6,2,17,17054B,0
1000958069ns,h14,h2,2,14,2264B,0
1000958124ns,h10,h6,2,21,127221B,0
1000958306ns,h5,h12,2,18,6143B,0
1000958567ns,h5,h14,2,19,95218B,0
1000958749ns,h5,h10,2,19,2979B,0
1000959017ns,h14,h1,2,12,75088B,0
1000959456ns,h14,h4,2,19,3366B,0
1000960274ns,h11,h7,2,24,26270B,0
1000960503ns,h12,h8,2,18,4357B,0
1000960614ns,h16,h14,2,9,21655B,0
1000960737ns,h11,h3,2,17,2857B,0
1000961304ns,h16,h10,2,11,23895B,0
1000961361ns,h15,h9,2,17,7734B,0
1000962125ns,h13,h11,2,16,2117B,0
1000962595ns,h13,h1,2,20,67083B,0
1000962723ns,h3,h1,2,21,5769B,0
1000963491ns,h15,h2,2,18,3204B,0
1000964603ns,h11,h7,2,25,22096B,0
1000964633ns,h3,h10,2,13,948B,0
1000964698ns,h8,h12,2,14,666B,0
1000964876ns,h2,h11,2,15,11167B,0
1000964991ns,h5,h2,2,15,1567B,0
1000965334ns,h1,h14,2,11,11811B,0
1000965663ns,h11,h7,2,26,1647B,0
1000965724ns,h13,h14,2,14,72624B,0
1000965816ns,h3,h7,2,19,2395B,0
1000965864ns,h14,h11,2,16,6883B,0
1000966040ns,h1,h11,2,14,7602B,0
1000966155ns,h16,h9,2,17,5183B,0
1000966193ns,h13,h15,2,9,1671B,0
1000966570ns,h5,h13,2,10,6238B,0
1000966691ns,h1,h10,2,7,4919B,0
1000966792ns,h10,h11,2,13,29766B,0
1000967453ns,h6,h7,2,12,3544B,0
1000967617ns,h2,h9,2,10,3903B,0
1000967635ns,h13,h11,2,17,7179B,0
1000967796ns,h7,h14,2,13,5855B,0
1000968524ns,h1,h4,2,11,4498B,0
1000968824ns,h1,h8,2,13,2448B,0
1000968945ns,h8,h3,2,14,21470B,0
1000969067ns,h4,h1,2,14,1666B,0
1000969547ns,h10,h2,2,10,31880B,0
1000970153ns,h7,h13,2,14,74158B,0
1000970389ns,h9,h6,2,20,2272B,0
1000970789ns,h1,h5,2,17,52849B,0
1000971307ns,h2,h3,2,9,4314B,0
1000972247ns,h9,h10,2,12,15043B,0
1000973242ns,h6,h7,2,13,4824B,0
1000973559ns,h9,h1,2,12,5869B,0
1000973618ns,h12,h7,2,16,9290B,0
1000973840ns,h15,h13,2,15,6739B,0
1000973843ns,h9,h13,2,20,12385B,0
1000973858ns,h1,h16,2,14,5443B,0
1000973914ns,h5,h14,2,20,1086B,0
1000973943ns,h5,h8,2,15,4986B,0
1000974196ns,h13,h7,2,20,28744B,0
1000974217ns,h11,h7,2,27,15735B,0
1000974308ns,h7,h9,2,13,54465B,0
1000975499ns,h12,h10,2,13,7110B,0
1000976639ns,h4,h14,2,18,4854B,0
1000976759ns,h3,h15,2,18,6181B,0
1000977423ns,h12,h11,2,22,6280B,0
1000977681ns,h9,h4,2,15,4135B,0
1000978231ns,h16,h7,2,19,26574B,0
1000978783ns,h13,h4,2,14,1030B,0
1000979032ns,h8,h12,2,15,4883B,0
1000979039ns,h14,h9,2,20,456760B,0
1000980264ns,h13,h3,2,11,6861B,0
1000980376ns,h13,h3,2,12,80842B,0
1000980504ns,h7,h1,2,20,108B,0
1000980587ns,h8,h2,2,12,16899B,0
1000981247ns,h8,h10,2,13,7424B,0
1000981459ns,h14,h11,2,17,24163B,0
1000981719ns,h10,h9,2,20,10983B,0
1000981740ns,h5,h13,2,11,1990331B,0
1000982817ns,h6,h9,2,15,4937B,0
1000982943ns,h12,h5,2,14,11641B,0
1000983003ns,h4,h13,2,19,22250B,0
1000983281ns,h11,h6,2,12,8083B,0
1000983326ns,h14,h1,2,13,14959B,0
1000983452ns,h14,h4,2,20,18119B,0
1000984877ns,h5,h8,2,16,4367B,0
1000984998ns,h9,h10,2,13,4466B,0
1000985455ns,h3,h13,2,18,5514B,0
1000985564ns,h6,h14,2,21,414B,0
1000985778ns,h11,h13,2,21,32366B,0
1000986079ns,h10,h13,2,16,16806B,0
1000986218ns,h16,h10,2,12,2299B,0
1000986250ns,h3,h4,2,15,18030B,0
1000987306ns,h1,h11,2,15,4866B,0
1000987329ns,h12,h5,2,15,7262B,0
1000988026ns,h12,h6,2,18,6246B,0
1000988287ns,h7,h16,2,14,5861B,0
1000989220ns,h8,h6,2,10,7281B,0
1000990571ns,h12,h4,2,14,34793B,0
1000991301ns,h8,h6,2,11,5597B,0
1000991373ns,h13,h4,2,15,465B,0
1000991697ns,h15,h14,2,14,23347B,0
1000991828ns,h13,h4,2,16,96791B,0
1000992356ns,h14,h5,2,17,16174B,0
1000992383ns,h11,h3,2,18,2733B,0
1000993375ns,h11,h15,2,14,5658B,0
1000994115ns,h4,h1,2,15,12546B,0
1000994745ns,h12,h9,2,19,25332B,0
1000994867ns,h13,h1,2,21,26346B,0
1000995384ns,h10,h7,2,15,51803B,0
1000995579ns,h11,h13,2,22,7563B,0
1000995761ns,h11,h5,2,10,2418B,0
1000001346ns,h32,h30,3,1,22218B,0
1000001399ns,h20,h29,3,1,12621B,0
1000001546ns,h29,h23,3,1,5653B,0
1000001688ns,h24,h21,3,1,4255B,0
1000002424ns,h22,h25,3,1,6437B,0
1000002548ns,h19,h23,3,1,5518B,0
1000003023ns,h25,h29,3,1,14434B,0
1000003281ns,h28,h21,3,1,4639B,0
1000003344ns,h21,h24,3,1,6137B,0
1000004089ns,h26,h31,3,1,7060B,0
1000004158ns,h22,h25,3,2,35569B,0
1000004499ns,h31,h21,3,1,6380B,0
1000004584ns,h26,h29,3,1,4454B,0
1000006328ns,h21,h26,3,1,12470B,0
1000006584ns,h30,h21,3,1,7362B,0
1000006626ns,h18,h31,3,1,4183B,0
1000006817ns,h22,h32,3,1,37277B,0
1000007153ns,h23,h29,3,1,784529B,0
1000008226ns,h22,h31,3,1,16668B,0
1000008660ns,h19,h21,3,1,31588B,0
1000008661ns,h28,h31,3,1,4698B,0
1000008690ns,h17,h27,3,1,10647B,0
1000008726ns,h19,h24,3,1,31048B,0
1000008907ns,h31,h18,3,1,7929B,0
1000009308ns,h29,h23,3,2,6098B,0
1000009313ns,h29,h26,3,1,1756B,0
1000009611ns,h30,h31,3,1,5770B,0
1000011066ns,h17,h32,3,1,7298B,0
1000011150ns,h27,h24,3,1,40691B,0
1000011942ns,h22,h30,3,1,125839B,0
1000012371ns,h17,h21,3,1,6140B,0
1000012490ns,h29,h25,3,1,25608B,0
1000012545ns,h24,h17,3,1,4269B,0
1000012579ns,h32,h28,3,1,15924B,0
1000012987ns,h27,h23,3,1,6760B,0
1000013361ns,h17,h30,3,1,244B,0
1000013724ns,h25,h27,3,1,9937B,0
1000013818ns,h24,h17,3,2,5465B,0
1000014059ns,h31,h24,3,1,19041B,0
1000014115ns,h25,h30,3,1,7793B,0
1000014601ns,h28,h20,3,1,19B,0
1000014789ns,h23,h22,3,1,6284B,0
1000015140ns,h28,h30,3,1,25980B,0
1000015619ns,h24,h20,3,1,4126B,0
1000015989ns,h18,h26,3,1,4828B,0
1000015990ns,h26,h20,3,1,26445B,0
1000016136ns,h17,h32,3,2,3333B,0
1000016405ns,h29,h24,3,1,6923B,0
1000016862ns,h19,h18,3,1,4080B,0
1000017371ns,h31,h22,3,1,127684B,0
1000018531ns,h23,h25,3,1,15795B,0
1000019055ns,h30,h31,3,2,5889B,0
1000019322ns,h24,h18,3,1,1403B,0
1000019619ns,h26,h25,3,1,4784B,0
1000020121ns,h31,h28,3,1,6408B,0
1000020371ns,h20,h25,3,1,61420B,0
1000020579ns,h27,h30,3,1,1902B,0
1000020722ns,h29,h25,3,2,6782B,0
1000020866ns,h28,h32,3,1,9014B,0
1000020999ns,h19,h26,3,1,6749B,0
1000021101ns,h31,h26,3,1,17357B,0
1000021220ns,h26,h24,3,1,6687B,0
1000021324ns,h30,h26,3,1,120372B,0
1000021336ns,h20,h23,3,1,7231B,0
1000021438ns,h19,h26,3,2,7096B,0
1000021488ns,h22,h21,3,1,5864B,0
1000022205ns,h21,h20,3,1,7171B,0
1000022767ns,h23,h19,3,1,5344B,0
1000023325ns,h24,h26,3,1,6993B,0
1000023857ns,h18,h27,3,1,4527B,0
1000023889ns,h28,h24,3,1,3303B,0
1000025010ns,h27,h18,3,1,3257B,0
1000025085ns,h23,h29,3,2,7314B,0
1000025363ns,h18,h31,3,2,7693B,0
1000025715ns,h29,h31,3,1,6136B,0
1000025838ns,h21,h30,3,1,1566B,0
1000026728ns,h25,h31,3,1,12596B,0
1000027720ns,h31,h25,3,1,27467B,0
1000028589ns,h32,h23,3,1,51535B,0
1000029031ns,h24,h28,3,1,21900B,0
1000029525ns,h18,h21,3,1,30940B,0
1000029525ns,h25,h29,3,2,51223B,0
1000029886ns,h21,h30,3,2,6690B,0
1000029926ns,h25,h31,3,2,5400B,0
1000029968ns,h20,h26,3,1,8925B,0
1000030999ns,h26,h32,3,1,4400B,0
1000031642ns,h17,h26,3,1,16897B,0
1000031686ns,h28,h24,3,2,23040B,0
1000032108ns,h19,h27,3,1,30432B,0
1000032689ns,h19,h32,3,1,7115B,0
1000032762ns,h31,h29,3,1,92572B,0
1000032942ns,h17,h18,3,1,7028B,0
1000033038ns,h25,h26,3,1,5912B,0
1000033322ns,h30,h24,3,1,7724B,0
1000033468ns,h22,h27,3,1,1735776B,0
1000033817ns,h30,h20,3,1,44801B,0
1000033852ns,h19,h28,3,1,15103B,0
1000033855ns,h27,h18,3,2,1436B,0
1000034068ns,h19,h20,3,1,7314B,0
1000034207ns,h22,h29,3,1,6222B,0
1000034317ns,h21,h22,3,1,7464B,0
1000034613ns,h20,h30,3,1,22324B,0
1000034739ns,h20,h18,3,1,4118B,0
1000034830ns,h17,h19,3,1,10764B,0
1000035613ns,h23,h28,3,1,2043B,0
1000036889ns,h18,h17,3,1,3845B,0
1000037775ns,h22,h26,3,1,15191B,0
1000037827ns,h28,h31,3,2,4892B,0
1000037839ns,h27,h25,3,1,17592B,0
1000038012ns,h27,h17,3,1,1755B,0
1000038114ns,h27,h26,3,1,2553B,0
1000039184ns,h17,h26,3,2,8390B,0
1000039207ns,h18,h23,3,1,789B,0
1000039404ns,h30,h22,3,1,6978B,0
1000039446ns,h20,h32,3,1,37559B,0
1000039620ns,h23,h17,3,1,6635B,0
1000039647ns,h21,h17,3,1,7900B,0
1000039685ns,h29,h32,3,1,465B,0
1000039709ns,h26,h19,3,1,7506B,0
1000039754ns,h21,h18,3,1,7258B,0
1000039824ns,h18,h20,3,1,6996B,0
1000039934ns,h22,h29,3,2,5399B,0
1000040139ns,h17,h31,3,1,5217B,0
1000040154ns,h31,h17,3,1,624333B,0
1000040208ns,h26,h23,3,1,634B,0
1000040508ns,h30,h18,3,1,377B,0
1000040653ns,h24,h21,3,2,114827B,0
1000040695ns,h30,h20,3,2,3226B,0
1000040942ns,h25,h27,3,2,2161B,0
1000040989ns,h18,h22,3,1,3673B,0
1000041082ns,h31,h19,3,1,15624B,0
1000041149ns,h24,h25,3,1,67297B,0
1000041159ns,h21,h17,3,2,397B,0
1000041980ns,h25,h18,3,1,5696B,0
1000042153ns,h17,h32,3,3,1770B,0
1000042274ns,h29,h20,3,1,4264B,0
1000042847ns,h25,h22,3,1,3852B,0
1000043063ns,h18,h28,3,1,7609B,0
1000043126ns,h25,h30,3,2,5045B,0
1000043479ns,h26,h31,3,2,3145B,0
1000044796ns,h22,h19,3,1,6371B,0
1000045315ns,h19,h27,3,2,686B,0
1000045436ns,h26,h32,3,2,1760B,0
1000046143ns,h22,h17,3,1,1169315B,0
1000046980ns,h20,h27,3,1,3477B,0
1000047040ns,h22,h30,3,2,5117B,0
1000047225ns,h31,h22,3,2,10771B,0
1000047368ns,h17,h21,3,2,21229B,0
1000048163ns,h26,h24,3,2,46412B,0
1000048329ns,h18,h19,3,1,2955B,0
1000049503ns,h22,h24,3,1,7831B,0
1000049557ns,h19,h23,3,2,125726B,0
1000049660ns,h24,h26,3,2,1012B,0
1000049905ns,h26,h25,3,2,7862B,0
1000049959ns,h20,h21,3,1,22381B,0
1000049963ns,h26,h22,3,1,4976B,0
1000050392ns,h18,h30,3,1,4184B,0
1000050610ns,h18,h21,3,2,7176B,0
1000050686ns,h17,h25,3,1,5841B,0
1000050906ns,h19,h17,3,1,3049B,0
1000051157ns,h31,h28,3,2,6094B,0
1000051846ns,h25,h22,3,2,5560B,0
1000051874ns,h26,h17,3,1,6937B,0
1000051968ns,h17,h21,3,3,6414B,0
1000052150ns,h18,h20,3,2,4709B,0
1000052530ns,h23,h32,3,1,5105B,0
1000052868ns,h21,h22,3,2,21121B,0
1000053185ns,h31,h21,3,2,4186B,0
1000053270ns,h27,h22,3,1,6863B,0
1000053431ns,h25,h32,3,1,216B,0
1000053501ns,h24,h27,3,1,11471B,0
1000053508ns,h24,h26,3,3,4921B,0
1000053952ns,h26,h28,3,1,797B,0
1000054505ns,h24,h23,3,1,4445B,0
1000054690ns,h32,h23,3,2,4093B,0
1000055478ns,h31,h27,3,1,99218B,0
1000055769ns,h27,h17,3,2,5062B,0
1000055783ns,h24,h20,3,2,4506B,0
1000055853ns,h26,h22,3,2,5122B,0
1000056221ns,h28,h20,3,2,86925B,0
1000056279ns,h20,h27,3,2,7495B,0
1000056841ns,h18,h23,3,2,7386B,0
1000057062ns,h23,h31,3,1,9650B,0
1000057700ns,h31,h26,3,2,5371B,0
1000057923ns,h31,h23,3,1,5599B,0
1000057994ns,h22,h23,3,1,7643B,0
1000058143ns,h29,h28,3,1,26B,0
1000058345ns,h25,h23,3,1,3354B,0
1000058352ns,h26,h27,3,1,4908B,0
1000058624ns,h28,h17,3,1,4087B,0
1000058741ns,h21,h24,3,2,7527B,0
1000058944ns,h29,h21,3,1,5290B,0
1000059371ns,h18,h19,3,2,27249B,0
1000059395ns,h22,h25,3,3,6928B,0
1000059428ns,h32,h24,3,1,5599B,0
1000059705ns,h24,h25,3,2,5494B,0
1000060676ns,h31,h29,3,2,8682B,0
1000061142ns,h22,h31,3,2,5632B,0
1000061445ns,h30,h24,3,2,7741B,0
1000061472ns,h26,h21,3,1,816B,0
1000061847ns,h25,h24,3,1,5867B,0
1000061931ns,h20,h29,3,2,4258B,0
1000062131ns,h23,h31,3,2,2750B,0
1000062338ns,h20,h29,3,3,6577B,0
1000062366ns,h32,h20,3,1,6229B,0
1000062417ns,h30,h32,3,1,6870B,0
1000062473ns,h28,h27,3,1,12448B,0
1000062558ns,h18,h28,3,2,28620B,0
1000063679ns,h18,h32,3,1,6292B,0
1000064248ns,h28,h23,3,1,4715B,0
1000064259ns,h28,h27,3,2,6053B,0
1000064766ns,h32,h22,3,1,16478B,0
1000065200ns,h19,h20,3,2,27183B,0
1000065319ns,h21,h28,3,1,17024B,0
1000065497ns,h27,h17,3,3,3279B,0
1000065680ns,h17,h30,3,2,1959073B,0
1000065680ns,h19,h25,3,1,7489B,0
1000065910ns,h21,h18,3,2,1456B,0
1000066530ns,h25,h18,3,2,10347B,0
1000067023ns,h25,h27,3,3,1069500B,0
1000067214ns,h19,h30,3,1,5491B,0
1000067438ns,h24,h21,3,3,7882B,0
1000067717ns,h30,h32,3,2,4750B,0
1000067834ns,h24,h18,3,2,3724B,0
1000068170ns,h23,h30,3,1,9770B,0
1000068276ns,h32,h23,3,3,41B,0
1000068958ns,h22,h18,3,1,18698B,0
1000069000ns,h29,h21,3,2,6584B,0
1000069217ns,h30,h24,3,3,1705B,0
1000069574ns,h19,h29,3,1,2074B,0
1000069580ns,h18,h30,3,2,7629B,0
1000069626ns,h22,h19,3,2,26962B,0
1000070389ns,h31,h25,3,2,4438B,0
1000070390ns,h27,h22,3,2,483015B,0
1000070476ns,h31,h30,3,1,1747B,0
1000070583ns,h27,h21,3,1,23762B,0
1000070651ns,h24,h17,3,3,5446B,0
1000071150ns,h22,h17,3,2,1419B,0
1000071564ns,h19,h27,3,3,4392B,0
1000072339ns,h28,h25,3,1,5933B,0
1000072436ns,h29,h32,3,2,15034B,0
1000072539ns,h28,h32,3,2,24967B,0
1000074131ns,h30,h31,3,3,2327B,0
1000074400ns,h27,h17,3,4,6520B,0
1000075342ns,h17,h28,3,1,7642B,0
1000075511ns,h23,h28,3,2,5017B,0
1000075812ns,h31,h27,3,2,26671B,0
1000076008ns,h25,h28,3,1,4424B,0
1000077504ns,h32,h31,3,1,324B,0
1000077988ns,h31,h27,3,3,709B,0
1000078183ns,h28,h22,3,1,7904B,0
1000078224ns,h28,h25,3,2,6844B,0
1000078592ns,h32,h20,3,2,86128B,0
1000078895ns,h29,h26,3,2,70200B,0
1000078988ns,h28,h17,3,2,37386B,0
1000079106ns,h30,h19,3,1,732B,0
1000079176ns,h18,h22,3,2,12002B,0
1000079614ns,h25,h29,3,3,8647B,0
1000079810ns,h25,h28,3,2,7682B,0
1000080220ns,h27,h22,3,3,9421B,0
1000080284ns,h23,h26,3,1,31677B,0
1000080486ns,h32,h17,3,1,7550B,0
1000080645ns,h25,h19,3,1,5237B,0
1000081034ns,h30,h32,3,3,6667B,0
1000081880ns,h23,h21,3,1,3625B,0
1000082119ns,h31,h23,3,2,7092B,0
1000082558ns,h20,h25,3,2,155B,0
1000082656ns,h30,h21,3,2,2634B,0
1000082789ns,h20,h24,3,1,4899B,0
1000082803ns,h19,h20,3,3,14843B,0
1000082831ns,h32,h17,3,2,9852B,0
1000083146ns,h19,h25,3,2,4941B,0
1000083399ns,h31,h18,3,2,7381B,0
1000083580ns,h30,h23,3,1,718B,0
